FullPath,CaseId,CaseName,CollectionName,OriginalFolder,OriginalName,NewFolder,NewName,Rarity,ItemId,Category,MatchedBy,Verified,Confidence,Rationale,Action,CopiedFrom,Resized
COPY,mlg-columbus-2016-inferno-souvenir-package,MLG Columbus 2016 Inferno Souvenir Package,The-Inferno-Collection,A:\Development Environment\Source Control\GitHub\TCSGO\Assets\Collections\The-Inferno-Collection,MAG-7 Sand Dune.png,A:\Development Environment\Source Control\GitHub\TCSGO\Assets\Cases\Mlg-Columbus-2016-Inferno-Souvenir-Package\Weapons,mlg-columbus-2016-inferno-souvenir-package--consumer--mag-7-sand-dune.png,consumer,souvenir-mag-7-sand-dune,weapon_skin,collection_copy,True,100,Copied from The-Inferno-Collection,copy,A:\Development Environment\Source Control\GitHub\TCSGO\Assets\Collections\The-Inferno-Collection\MAG-7 Sand Dune.png,False
COPY,mlg-columbus-2016-inferno-souvenir-package,MLG Columbus 2016 Inferno Souvenir Package,The-Inferno-Collection,A:\Development Environment\Source Control\GitHub\TCSGO\Assets\Collections\The-Inferno-Collection,Nova Walnut.png,A:\Development Environment\Source Control\GitHub\TCSGO\Assets\Cases\Mlg-Columbus-2016-Inferno-Souvenir-Package\Weapons,mlg-columbus-2016-inferno-souvenir-package--consumer--nova-walnut.png,consumer,souvenir-nova-walnut,weapon_skin,collection_copy,True,100,Copied from The-Inferno-Collection,copy,A:\Development Environment\Source Control\GitHub\TCSGO\Assets\Collections\The-Inferno-Collection\Nova Walnut.png,False
COPY,mlg-columbus-2016-inferno-souvenir-package,MLG Columbus 2016 Inferno Souvenir Package,The-Inferno-Collection,A:\Development Environment\Source Control\GitHub\TCSGO\Assets\Collections\The-Inferno-Collection,M4A4 Tornado.png,A:\Development Environment\Source Control\GitHub\TCSGO\Assets\Cases\Mlg-Columbus-2016-Inferno-Souvenir-Package\Weapons,mlg-columbus-2016-inferno-souvenir-package--industrial--m4a4-tornado.png,industrial,souvenir-m4a4-tornado,weapon_skin,collection_copy,True,100,Copied from The-Inferno-Collection,copy,A:\Development Environment\Source Control\GitHub\TCSGO\Assets\Collections\The-Inferno-Collection\M4A4 Tornado.png,False
COPY,mlg-columbus-2016-inferno-souvenir-package,MLG Columbus 2016 Inferno Souvenir Package,The-Inferno-Collection,A:\Development Environment\Source Control\GitHub\TCSGO\Assets\Collections\The-Inferno-Collection,P250 Gunsmoke.png,A:\Development Environment\Source Control\GitHub\TCSGO\Assets\Cases\Mlg-Columbus-2016-Inferno-Souvenir-Package\Weapons,mlg-columbus-2016-inferno-souvenir-package--industrial--p250-gunsmoke.png,industrial,souvenir-p250-gunsmoke,weapon_skin,collection_copy,True,100,Copied from The-Inferno-Collection,copy,A:\Development Environment\Source Control\GitHub\TCSGO\Assets\Collections\The-Inferno-Collection\P250 Gunsmoke.png,False
COPY,mlg-columbus-2016-inferno-souvenir-package,MLG Columbus 2016 Inferno Souvenir Package,The-Inferno-Collection,A:\Development Environment\Source Control\GitHub\TCSGO\Assets\Collections\The-Inferno-Collection,Dual Berettas Anodized Navy.png,A:\Development Environment\Source Control\GitHub\TCSGO\Assets\Cases\Mlg-Columbus-2016-Inferno-Souvenir-Package\Weapons,mlg-columbus-2016-inferno-souvenir-package--milspec--dual-berettas-anodized-navy.png,milspec,souvenir-dual-berettas-anodized-navy,weapon_skin,collection_copy,True,100,Copied from The-Inferno-Collection,copy,A:\Development Environment\Source Control\GitHub\TCSGO\Assets\Collections\The-Inferno-Collection\Dual Berettas Anodized Navy.png,False
COPY,mlg-columbus-2016-inferno-souvenir-package,MLG Columbus 2016 Inferno Souvenir Package,The-Inferno-Collection,A:\Development Environment\Source Control\GitHub\TCSGO\Assets\Collections\The-Inferno-Collection,Tec-9 Brass.png,A:\Development Environment\Source Control\GitHub\TCSGO\Assets\Cases\Mlg-Columbus-2016-Inferno-Souvenir-Package\Weapons,mlg-columbus-2016-inferno-souvenir-package--milspec--tec-9-brass.png,milspec,souvenir-tec-9-brass,weapon_skin,collection_copy,True,100,Copied from The-Inferno-Collection,copy,A:\Development Environment\Source Control\GitHub\TCSGO\Assets\Collections\The-Inferno-Collection\Tec-9 Brass.png,False
COPY,mlg-columbus-2016-mirage-souvenir-package,MLG Columbus 2016 Mirage Souvenir Package,The-Mirage-Collection,A:\Development Environment\Source Control\GitHub\TCSGO\Assets\Collections\The-Mirage-Collection,AUG Colony.png,A:\Development Environment\Source Control\GitHub\TCSGO\Assets\Cases\Mlg-Columbus-2016-Mirage-Souvenir-Package\Weapons,mlg-columbus-2016-mirage-souvenir-package--consumer--aug-colony.png,consumer,souvenir-aug-colony,rifle,collection_copy,True,100,Copied from The-Mirage-Collection,copy,A:\Development Environment\Source Control\GitHub\TCSGO\Assets\Collections\The-Mirage-Collection\AUG Colony.png,False
COPY,mlg-columbus-2016-mirage-souvenir-package,MLG Columbus 2016 Mirage Souvenir Package,The-Mirage-Collection,A:\Development Environment\Source Control\GitHub\TCSGO\Assets\Collections\The-Mirage-Collection,Five-SeveN Contractor.png,A:\Development Environment\Source Control\GitHub\TCSGO\Assets\Cases\Mlg-Columbus-2016-Mirage-Souvenir-Package\Weapons,mlg-columbus-2016-mirage-souvenir-package--consumer--five-seven-contractor.png,consumer,souvenir-five-seven-contractor,pistol,collection_copy,True,100,Copied from The-Mirage-Collection,copy,A:\Development Environment\Source Control\GitHub\TCSGO\Assets\Collections\The-Mirage-Collection\Five-SeveN Contractor.png,False
COPY,mlg-columbus-2016-mirage-souvenir-package,MLG Columbus 2016 Mirage Souvenir Package,The-Mirage-Collection,A:\Development Environment\Source Control\GitHub\TCSGO\Assets\Collections\The-Mirage-Collection,G3SG1 Safari Mesh.png,A:\Development Environment\Source Control\GitHub\TCSGO\Assets\Cases\Mlg-Columbus-2016-Mirage-Souvenir-Package\Weapons,mlg-columbus-2016-mirage-souvenir-package--consumer--g3sg1-safari-mesh.png,consumer,souvenir-g3sg1-safari-mesh,weapon,collection_copy,True,100,Copied from The-Mirage-Collection,copy,A:\Development Environment\Source Control\GitHub\TCSGO\Assets\Collections\The-Mirage-Collection\G3SG1 Safari Mesh.png,False
COPY,mlg-columbus-2016-mirage-souvenir-package,MLG Columbus 2016 Mirage Souvenir Package,The-Mirage-Collection,A:\Development Environment\Source Control\GitHub\TCSGO\Assets\Collections\The-Mirage-Collection,Galil AR Hunting Blind.png,A:\Development Environment\Source Control\GitHub\TCSGO\Assets\Cases\Mlg-Columbus-2016-Mirage-Souvenir-Package\Weapons,mlg-columbus-2016-mirage-souvenir-package--consumer--galil-ar-hunting-blind.png,consumer,souvenir-galil-ar-hunting-blind,rifle,collection_copy,True,100,Copied from The-Mirage-Collection,copy,A:\Development Environment\Source Control\GitHub\TCSGO\Assets\Collections\The-Mirage-Collection\Galil AR Hunting Blind.png,False
COPY,mlg-columbus-2016-mirage-souvenir-package,MLG Columbus 2016 Mirage Souvenir Package,The-Mirage-Collection,A:\Development Environment\Source Control\GitHub\TCSGO\Assets\Collections\The-Mirage-Collection,P250 Bone Mask.png,A:\Development Environment\Source Control\GitHub\TCSGO\Assets\Cases\Mlg-Columbus-2016-Mirage-Souvenir-Package\Weapons,mlg-columbus-2016-mirage-souvenir-package--consumer--p250-bone-mask.png,consumer,souvenir-p250-bone-mask,pistol,collection_copy,True,100,Copied from The-Mirage-Collection,copy,A:\Development Environment\Source Control\GitHub\TCSGO\Assets\Collections\The-Mirage-Collection\P250 Bone Mask.png,False
COPY,mlg-columbus-2016-mirage-souvenir-package,MLG Columbus 2016 Mirage Souvenir Package,The-Mirage-Collection,A:\Development Environment\Source Control\GitHub\TCSGO\Assets\Collections\The-Mirage-Collection,P90 Scorched.png,A:\Development Environment\Source Control\GitHub\TCSGO\Assets\Cases\Mlg-Columbus-2016-Mirage-Souvenir-Package\Weapons,mlg-columbus-2016-mirage-souvenir-package--consumer--p90-scorched.png,consumer,souvenir-p90-scorched,smg,collection_copy,True,100,Copied from The-Mirage-Collection,copy,A:\Development Environment\Source Control\GitHub\TCSGO\Assets\Collections\The-Mirage-Collection\P90 Scorched.png,False
COPY,mlg-columbus-2016-mirage-souvenir-package,MLG Columbus 2016 Mirage Souvenir Package,The-Mirage-Collection,A:\Development Environment\Source Control\GitHub\TCSGO\Assets\Collections\The-Mirage-Collection,Glock-18 Groundwater.png,A:\Development Environment\Source Control\GitHub\TCSGO\Assets\Cases\Mlg-Columbus-2016-Mirage-Souvenir-Package\Weapons,mlg-columbus-2016-mirage-souvenir-package--industrial--glock-18-groundwater.png,industrial,souvenir-glock-18-groundwater,pistol,collection_copy,True,100,Copied from The-Mirage-Collection,copy,A:\Development Environment\Source Control\GitHub\TCSGO\Assets\Collections\The-Mirage-Collection\Glock-18 Groundwater.png,False
COPY,mlg-columbus-2016-mirage-souvenir-package,MLG Columbus 2016 Mirage Souvenir Package,The-Mirage-Collection,A:\Development Environment\Source Control\GitHub\TCSGO\Assets\Collections\The-Mirage-Collection,MP7 Orange Peel.png,A:\Development Environment\Source Control\GitHub\TCSGO\Assets\Cases\Mlg-Columbus-2016-Mirage-Souvenir-Package\Weapons,mlg-columbus-2016-mirage-souvenir-package--industrial--mp7-orange-peel.png,industrial,souvenir-mp7-orange-peel,smg,collection_copy,True,100,Copied from The-Mirage-Collection,copy,A:\Development Environment\Source Control\GitHub\TCSGO\Assets\Collections\The-Mirage-Collection\MP7 Orange Peel.png,False
COPY,mlg-columbus-2016-mirage-souvenir-package,MLG Columbus 2016 Mirage Souvenir Package,The-Mirage-Collection,A:\Development Environment\Source Control\GitHub\TCSGO\Assets\Collections\The-Mirage-Collection,Negev CaliCamo.png,A:\Development Environment\Source Control\GitHub\TCSGO\Assets\Cases\Mlg-Columbus-2016-Mirage-Souvenir-Package\Weapons,mlg-columbus-2016-mirage-souvenir-package--industrial--negev-cali-camo.png,industrial,souvenir-negev-cali-camo,machinegun,collection_copy,True,100,Copied from The-Mirage-Collection,copy,A:\Development Environment\Source Control\GitHub\TCSGO\Assets\Collections\The-Mirage-Collection\Negev CaliCamo.png,False
COPY,mlg-columbus-2016-mirage-souvenir-package,MLG Columbus 2016 Mirage Souvenir Package,The-Mirage-Collection,A:\Development Environment\Source Control\GitHub\TCSGO\Assets\Collections\The-Mirage-Collection,SG 553 Gator Mesh.png,A:\Development Environment\Source Control\GitHub\TCSGO\Assets\Cases\Mlg-Columbus-2016-Mirage-Souvenir-Package\Weapons,mlg-columbus-2016-mirage-souvenir-package--industrial--sg-553-gator-mesh.png,industrial,souvenir-sg-553-gator-mesh,rifle,collection_copy,True,100,Copied from The-Mirage-Collection,copy,A:\Development Environment\Source Control\GitHub\TCSGO\Assets\Collections\The-Mirage-Collection\SG 553 Gator Mesh.png,False
COPY,mlg-columbus-2016-mirage-souvenir-package,MLG Columbus 2016 Mirage Souvenir Package,The-Mirage-Collection,A:\Development Environment\Source Control\GitHub\TCSGO\Assets\Collections\The-Mirage-Collection,SSG 08 Tropical Storm.png,A:\Development Environment\Source Control\GitHub\TCSGO\Assets\Cases\Mlg-Columbus-2016-Mirage-Souvenir-Package\Weapons,mlg-columbus-2016-mirage-souvenir-package--industrial--ssg-08-tropical-storm.png,industrial,souvenir-ssg-08-tropical-storm,weapon,collection_copy,True,100,Copied from The-Mirage-Collection,copy,A:\Development Environment\Source Control\GitHub\TCSGO\Assets\Collections\The-Mirage-Collection\SSG 08 Tropical Storm.png,False
COPY,mlg-columbus-2016-mirage-souvenir-package,MLG Columbus 2016 Mirage Souvenir Package,The-Mirage-Collection,A:\Development Environment\Source Control\GitHub\TCSGO\Assets\Collections\The-Mirage-Collection,MP9 Hot Rod.png,A:\Development Environment\Source Control\GitHub\TCSGO\Assets\Cases\Mlg-Columbus-2016-Mirage-Souvenir-Package\Weapons,mlg-columbus-2016-mirage-souvenir-package--milspec--mp9-hot-rod.png,milspec,souvenir-mp9-hot-rod,smg,collection_copy,True,100,Copied from The-Mirage-Collection,copy,A:\Development Environment\Source Control\GitHub\TCSGO\Assets\Collections\The-Mirage-Collection\MP9 Hot Rod.png,False
COPY,mlg-columbus-2016-mirage-souvenir-package,MLG Columbus 2016 Mirage Souvenir Package,The-Mirage-Collection,A:\Development Environment\Source Control\GitHub\TCSGO\Assets\Collections\The-Mirage-Collection,UMP-45 Blaze.png,A:\Development Environment\Source Control\GitHub\TCSGO\Assets\Cases\Mlg-Columbus-2016-Mirage-Souvenir-Package\Weapons,mlg-columbus-2016-mirage-souvenir-package--milspec--ump-45-blaze.png,milspec,souvenir-ump-45-blaze,smg,collection_copy,True,100,Copied from The-Mirage-Collection,copy,A:\Development Environment\Source Control\GitHub\TCSGO\Assets\Collections\The-Mirage-Collection\UMP-45 Blaze.png,False
COPY,mlg-columbus-2016-mirage-souvenir-package,MLG Columbus 2016 Mirage Souvenir Package,The-Mirage-Collection,A:\Development Environment\Source Control\GitHub\TCSGO\Assets\Collections\The-Mirage-Collection,MAC-10 Amber Fade.png,A:\Development Environment\Source Control\GitHub\TCSGO\Assets\Cases\Mlg-Columbus-2016-Mirage-Souvenir-Package\Weapons,mlg-columbus-2016-mirage-souvenir-package--milspec--mac-10-amber-fade.png,milspec,souvenir-mac-10-amber-fade,smg,collection_copy,True,100,Copied from The-Mirage-Collection,copy,A:\Development Environment\Source Control\GitHub\TCSGO\Assets\Collections\The-Mirage-Collection\MAC-10 Amber Fade.png,False
COPY,mlg-columbus-2016-mirage-souvenir-package,MLG Columbus 2016 Mirage Souvenir Package,The-Mirage-Collection,A:\Development Environment\Source Control\GitHub\TCSGO\Assets\Collections\The-Mirage-Collection,MAG-7 Bulldozer.png,A:\Development Environment\Source Control\GitHub\TCSGO\Assets\Cases\Mlg-Columbus-2016-Mirage-Souvenir-Package\Weapons,mlg-columbus-2016-mirage-souvenir-package--restricted--mag-7-bulldozer.png,restricted,souvenir-mag-7-bulldozer,shotgun,collection_copy,True,100,Copied from The-Mirage-Collection,copy,A:\Development Environment\Source Control\GitHub\TCSGO\Assets\Collections\The-Mirage-Collection\MAG-7 Bulldozer.png,False
COPY,paris-2023-ancient-souvenir-package,Paris 2023 Ancient Souvenir Package,The-Ancient-Collection,A:\Development Environment\Source Control\GitHub\TCSGO\Assets\Collections\The-Ancient-Collection,P90 Ancient Earth.png,A:\Development Environment\Source Control\GitHub\TCSGO\Assets\Cases\Paris-2023-Ancient-Souvenir-Package\Weapons,paris-2023-ancient-souvenir-package--consumer--p90-ancient-earth.png,consumer,souvenir-p90-ancient-earth,smg,collection_copy,True,100,Copied from The-Ancient-Collection,copy,A:\Development Environment\Source Control\GitHub\TCSGO\Assets\Collections\The-Ancient-Collection\P90 Ancient Earth.png,False
COPY,paris-2023-ancient-souvenir-package,Paris 2023 Ancient Souvenir Package,The-Ancient-Collection,A:\Development Environment\Source Control\GitHub\TCSGO\Assets\Collections\The-Ancient-Collection,SG 553 Lush Ruins.png,A:\Development Environment\Source Control\GitHub\TCSGO\Assets\Cases\Paris-2023-Ancient-Souvenir-Package\Weapons,paris-2023-ancient-souvenir-package--consumer--sg-553-lush-ruins.png,consumer,souvenir-sg-553-lush-ruins,rifle,collection_copy,True,100,Copied from The-Ancient-Collection,copy,A:\Development Environment\Source Control\GitHub\TCSGO\Assets\Collections\The-Ancient-Collection\SG 553 Lush Ruins.png,False
COPY,paris-2023-ancient-souvenir-package,Paris 2023 Ancient Souvenir Package,The-Ancient-Collection,A:\Development Environment\Source Control\GitHub\TCSGO\Assets\Collections\The-Ancient-Collection,SSG 08 Jungle Dashed.png,A:\Development Environment\Source Control\GitHub\TCSGO\Assets\Cases\Paris-2023-Ancient-Souvenir-Package\Weapons,paris-2023-ancient-souvenir-package--consumer--ssg-08-jungle-dashed.png,consumer,souvenir-ssg-08-jungle-dashed,weapon,collection_copy,True,100,Copied from The-Ancient-Collection,copy,A:\Development Environment\Source Control\GitHub\TCSGO\Assets\Collections\The-Ancient-Collection\SSG 08 Jungle Dashed.png,False
COPY,paris-2023-ancient-souvenir-package,Paris 2023 Ancient Souvenir Package,The-Ancient-Collection,A:\Development Environment\Source Control\GitHub\TCSGO\Assets\Collections\The-Ancient-Collection,R8 Revolver Night.png,A:\Development Environment\Source Control\GitHub\TCSGO\Assets\Cases\Paris-2023-Ancient-Souvenir-Package\Weapons,paris-2023-ancient-souvenir-package--consumer--r8-revolver-night.png,consumer,souvenir-r8-revolver-night,pistol,collection_copy,True,100,Copied from The-Ancient-Collection,copy,A:\Development Environment\Source Control\GitHub\TCSGO\Assets\Collections\The-Ancient-Collection\R8 Revolver Night.png,False
COPY,paris-2023-ancient-souvenir-package,Paris 2023 Ancient Souvenir Package,The-Ancient-Collection,A:\Development Environment\Source Control\GitHub\TCSGO\Assets\Collections\The-Ancient-Collection,Nova Army Sheen.png,A:\Development Environment\Source Control\GitHub\TCSGO\Assets\Cases\Paris-2023-Ancient-Souvenir-Package\Weapons,paris-2023-ancient-souvenir-package--consumer--nova-army-sheen.png,consumer,souvenir-nova-army-sheen,shotgun,collection_copy,True,100,Copied from The-Ancient-Collection,copy,A:\Development Environment\Source Control\GitHub\TCSGO\Assets\Collections\The-Ancient-Collection\Nova Army Sheen.png,False
COPY,paris-2023-ancient-souvenir-package,Paris 2023 Ancient Souvenir Package,The-Ancient-Collection,A:\Development Environment\Source Control\GitHub\TCSGO\Assets\Collections\The-Ancient-Collection,MP7 Tall Grass.png,A:\Development Environment\Source Control\GitHub\TCSGO\Assets\Cases\Paris-2023-Ancient-Souvenir-Package\Weapons,paris-2023-ancient-souvenir-package--industrial--mp7-tall-grass.png,industrial,souvenir-mp7-tall-grass,smg,collection_copy,True,100,Copied from The-Ancient-Collection,copy,A:\Development Environment\Source Control\GitHub\TCSGO\Assets\Collections\The-Ancient-Collection\MP7 Tall Grass.png,False
COPY,paris-2023-ancient-souvenir-package,Paris 2023 Ancient Souvenir Package,The-Ancient-Collection,A:\Development Environment\Source Control\GitHub\TCSGO\Assets\Collections\The-Ancient-Collection,P2000 Panther Camo.png,A:\Development Environment\Source Control\GitHub\TCSGO\Assets\Cases\Paris-2023-Ancient-Souvenir-Package\Weapons,paris-2023-ancient-souvenir-package--industrial--p2000-panther-camo.png,industrial,souvenir-p2000-panther-camo,pistol,collection_copy,True,100,Copied from The-Ancient-Collection,copy,A:\Development Environment\Source Control\GitHub\TCSGO\Assets\Collections\The-Ancient-Collection\P2000 Panther Camo.png,False
COPY,paris-2023-ancient-souvenir-package,Paris 2023 Ancient Souvenir Package,The-Ancient-Collection,A:\Development Environment\Source Control\GitHub\TCSGO\Assets\Collections\The-Ancient-Collection,G3SG1 Ancient Ritual.png,A:\Development Environment\Source Control\GitHub\TCSGO\Assets\Cases\Paris-2023-Ancient-Souvenir-Package\Weapons,paris-2023-ancient-souvenir-package--industrial--g3sg1-ancient-ritual.png,industrial,souvenir-g3sg1-ancient-ritual,weapon,collection_copy,True,100,Copied from The-Ancient-Collection,copy,A:\Development Environment\Source Control\GitHub\TCSGO\Assets\Collections\The-Ancient-Collection\G3SG1 Ancient Ritual.png,False
COPY,paris-2023-ancient-souvenir-package,Paris 2023 Ancient Souvenir Package,The-Ancient-Collection,A:\Development Environment\Source Control\GitHub\TCSGO\Assets\Collections\The-Ancient-Collection,CZ75-Auto Silver.png,A:\Development Environment\Source Control\GitHub\TCSGO\Assets\Cases\Paris-2023-Ancient-Souvenir-Package\Weapons,paris-2023-ancient-souvenir-package--industrial--cz75-auto-silver.png,industrial,souvenir-cz75-auto-silver,pistol,collection_copy,True,100,Copied from The-Ancient-Collection,copy,A:\Development Environment\Source Control\GitHub\TCSGO\Assets\Collections\The-Ancient-Collection\CZ75-Auto Silver.png,False
COPY,paris-2023-ancient-souvenir-package,Paris 2023 Ancient Souvenir Package,The-Ancient-Collection,A:\Development Environment\Source Control\GitHub\TCSGO\Assets\Collections\The-Ancient-Collection,FAMAS Dark Water.png,A:\Development Environment\Source Control\GitHub\TCSGO\Assets\Cases\Paris-2023-Ancient-Souvenir-Package\Weapons,paris-2023-ancient-souvenir-package--milspec--famas-dark-water.png,milspec,souvenir-famas-dark-water,rifle,collection_copy,True,100,Copied from The-Ancient-Collection,copy,A:\Development Environment\Source Control\GitHub\TCSGO\Assets\Collections\The-Ancient-Collection\FAMAS Dark Water.png,False
COPY,paris-2023-ancient-souvenir-package,Paris 2023 Ancient Souvenir Package,The-Ancient-Collection,A:\Development Environment\Source Control\GitHub\TCSGO\Assets\Collections\The-Ancient-Collection,Galil AR Dusk Ruins.png,A:\Development Environment\Source Control\GitHub\TCSGO\Assets\Cases\Paris-2023-Ancient-Souvenir-Package\Weapons,paris-2023-ancient-souvenir-package--milspec--galil-ar-dusk-ruins.png,milspec,souvenir-galil-ar-dusk-ruins,rifle,collection_copy,True,100,Copied from The-Ancient-Collection,copy,A:\Development Environment\Source Control\GitHub\TCSGO\Assets\Collections\The-Ancient-Collection\Galil AR Dusk Ruins.png,False
COPY,paris-2023-ancient-souvenir-package,Paris 2023 Ancient Souvenir Package,The-Ancient-Collection,A:\Development Environment\Source Control\GitHub\TCSGO\Assets\Collections\The-Ancient-Collection,AUG Carved Jade.png,A:\Development Environment\Source Control\GitHub\TCSGO\Assets\Cases\Paris-2023-Ancient-Souvenir-Package\Weapons,paris-2023-ancient-souvenir-package--milspec--aug-carved-jade.png,milspec,souvenir-aug-carved-jade,rifle,collection_copy,True,100,Copied from The-Ancient-Collection,copy,A:\Development Environment\Source Control\GitHub\TCSGO\Assets\Collections\The-Ancient-Collection\AUG Carved Jade.png,False
COPY,paris-2023-ancient-souvenir-package,Paris 2023 Ancient Souvenir Package,The-Ancient-Collection,A:\Development Environment\Source Control\GitHub\TCSGO\Assets\Collections\The-Ancient-Collection,Tec-9 Blast From the Past.png,A:\Development Environment\Source Control\GitHub\TCSGO\Assets\Cases\Paris-2023-Ancient-Souvenir-Package\Weapons,paris-2023-ancient-souvenir-package--milspec--tec-9-blast-from-the-past.png,milspec,souvenir-tec-9-blast-from-the-past,pistol,collection_copy,True,100,Copied from The-Ancient-Collection,copy,A:\Development Environment\Source Control\GitHub\TCSGO\Assets\Collections\The-Ancient-Collection\Tec-9 Blast From the Past.png,False
COPY,paris-2023-ancient-souvenir-package,Paris 2023 Ancient Souvenir Package,The-Ancient-Collection,A:\Development Environment\Source Control\GitHub\TCSGO\Assets\Collections\The-Ancient-Collection,USP-S Ancient Visions.png,A:\Development Environment\Source Control\GitHub\TCSGO\Assets\Cases\Paris-2023-Ancient-Souvenir-Package\Weapons,paris-2023-ancient-souvenir-package--restricted--usp-s-ancient-visions.png,restricted,souvenir-usp-s-ancient-visions,pistol,collection_copy,True,100,Copied from The-Ancient-Collection,copy,A:\Development Environment\Source Control\GitHub\TCSGO\Assets\Collections\The-Ancient-Collection\USP-S Ancient Visions.png,False
COPY,paris-2023-ancient-souvenir-package,Paris 2023 Ancient Souvenir Package,The-Ancient-Collection,A:\Development Environment\Source Control\GitHub\TCSGO\Assets\Collections\The-Ancient-Collection,MAC-10 Gold Brick.png,A:\Development Environment\Source Control\GitHub\TCSGO\Assets\Cases\Paris-2023-Ancient-Souvenir-Package\Weapons,paris-2023-ancient-souvenir-package--restricted--mac-10-gold-brick.png,restricted,souvenir-mac-10-gold-brick,smg,collection_copy,True,100,Copied from The-Ancient-Collection,copy,A:\Development Environment\Source Control\GitHub\TCSGO\Assets\Collections\The-Ancient-Collection\MAC-10 Gold Brick.png,False
COPY,paris-2023-ancient-souvenir-package,Paris 2023 Ancient Souvenir Package,The-Ancient-Collection,A:\Development Environment\Source Control\GitHub\TCSGO\Assets\Collections\The-Ancient-Collection,XM1014 Ancient Lore.png,A:\Development Environment\Source Control\GitHub\TCSGO\Assets\Cases\Paris-2023-Ancient-Souvenir-Package\Weapons,paris-2023-ancient-souvenir-package--restricted--xm1014-ancient-lore.png,restricted,souvenir-xm1014-ancient-lore,shotgun,collection_copy,True,100,Copied from The-Ancient-Collection,copy,A:\Development Environment\Source Control\GitHub\TCSGO\Assets\Collections\The-Ancient-Collection\XM1014 Ancient Lore.png,False
COPY,paris-2023-ancient-souvenir-package,Paris 2023 Ancient Souvenir Package,The-Ancient-Collection,A:\Development Environment\Source Control\GitHub\TCSGO\Assets\Collections\The-Ancient-Collection,AK-47 Panthera onca.png,A:\Development Environment\Source Control\GitHub\TCSGO\Assets\Cases\Paris-2023-Ancient-Souvenir-Package\Weapons,paris-2023-ancient-souvenir-package--classified--ak-47-panthera-onca.png,classified,souvenir-ak-47-panthera-onca,rifle,collection_copy,True,100,Copied from The-Ancient-Collection,copy,A:\Development Environment\Source Control\GitHub\TCSGO\Assets\Collections\The-Ancient-Collection\AK-47 Panthera onca.png,False
COPY,paris-2023-ancient-souvenir-package,Paris 2023 Ancient Souvenir Package,The-Ancient-Collection,A:\Development Environment\Source Control\GitHub\TCSGO\Assets\Collections\The-Ancient-Collection,P90 Run and Hide.png,A:\Development Environment\Source Control\GitHub\TCSGO\Assets\Cases\Paris-2023-Ancient-Souvenir-Package\Weapons,paris-2023-ancient-souvenir-package--classified--p90-run-and-hide.png,classified,souvenir-p90-run-and-hide,smg,collection_copy,True,100,Copied from The-Ancient-Collection,copy,A:\Development Environment\Source Control\GitHub\TCSGO\Assets\Collections\The-Ancient-Collection\P90 Run and Hide.png,False
COPY,paris-2023-ancient-souvenir-package,Paris 2023 Ancient Souvenir Package,The-Ancient-Collection,A:\Development Environment\Source Control\GitHub\TCSGO\Assets\Collections\The-Ancient-Collection,M4A1-S Welcome to the Jungle.png,A:\Development Environment\Source Control\GitHub\TCSGO\Assets\Cases\Paris-2023-Ancient-Souvenir-Package\Weapons,paris-2023-ancient-souvenir-package--covert--m4a1-s-welcome-to-the-jungle.png,covert,souvenir-m4a1-s-welcome-to-the-jungle,rifle,collection_copy,True,100,Copied from The-Ancient-Collection,copy,A:\Development Environment\Source Control\GitHub\TCSGO\Assets\Collections\The-Ancient-Collection\M4A1-S Welcome to the Jungle.png,False
COPY,paris-2023-inferno-souvenir-package,Paris 2023 Inferno Souvenir Package,The-2018-Inferno-Collection,A:\Development Environment\Source Control\GitHub\TCSGO\Assets\Collections\The-2018-Inferno-Collection,MP5-SD Dirt Drop.png,A:\Development Environment\Source Control\GitHub\TCSGO\Assets\Cases\Paris-2023-Inferno-Souvenir-Package\Weapons,paris-2023-inferno-souvenir-package--consumer--mp5-sd-dirt-drop.png,consumer,souvenir-mp5-sd-dirt-drop,smg,collection_copy,True,100,Copied from The-2018-Inferno-Collection,copy,A:\Development Environment\Source Control\GitHub\TCSGO\Assets\Collections\The-2018-Inferno-Collection\MP5-SD Dirt Drop.png,False
COPY,paris-2023-inferno-souvenir-package,Paris 2023 Inferno Souvenir Package,The-2018-Inferno-Collection,A:\Development Environment\Source Control\GitHub\TCSGO\Assets\Collections\The-2018-Inferno-Collection,MP9 Slide.png,A:\Development Environment\Source Control\GitHub\TCSGO\Assets\Cases\Paris-2023-Inferno-Souvenir-Package\Weapons,paris-2023-inferno-souvenir-package--consumer--mp9-slide.png,consumer,souvenir-mp9-slide,smg,collection_copy,True,100,Copied from The-2018-Inferno-Collection,copy,A:\Development Environment\Source Control\GitHub\TCSGO\Assets\Collections\The-2018-Inferno-Collection\MP9 Slide.png,False
